variable,corr,abs_corr
grid_kg_per_kwh,0.191130388992966,0.191130388992966
mpg,-0.106231387255057,0.106231387255057
refuel_stop_min,-0.0879069026524435,0.0879069026524435
queue_delay_minutes,-0.0265207330697759,0.0265207330697759
ambient_f,0.0234474565597403,0.0234474565597403
payload_max_lb_draw,0.0114583977827809,0.0114583977827809
connector_overhead_min,0.00324724786969283,0.00324724786969283
traffic_multiplier,-0.00277955727275873,0.00277955727275873
