scenario_name,mean_co2_per_1000kcal,p05_co2_per_1000kcal,p95_co2_per_1000kcal,mean_paired_diesel_delta,mean_paired_bev_delta,median_paired_diesel_delta,median_paired_bev_delta,p05_paired_diesel_delta,p95_paired_diesel_delta,p05_paired_bev_delta,p95_paired_bev_delta,valid_replicates
dry_bev,0.0324561620190493,0.0181025619504265,0.0481757032137654,0.594073643978685,0.255873931270813,0.592010923649614,0.253486219740086,0.255613085331509,1.00162468963697,0.102335176894045,0.400713634843526,20
dry_diesel,0.0742900286518439,0.069105398153086,0.0831437090103516,0.594073643978685,0.255873931270813,0.592010923649614,0.253486219740086,0.255613085331509,1.00162468963697,0.102335176894045,0.400713634843526,20
refrigerated_bev,0.288330093289862,0.140584115289419,0.437944677677827,0.594073643978685,0.255873931270813,0.592010923649614,0.253486219740086,0.255613085331509,1.00162468963697,0.102335176894045,0.400713634843526,20
refrigerated_diesel,0.668363672630528,0.325367663045346,1.07553160881691,0.594073643978685,0.255873931270813,0.592010923649614,0.253486219740086,0.255613085331509,1.00162468963697,0.102335176894045,0.400713634843526,20
