pair_dir,runs_rows,summaries_rows,origin_count,pair_id_count,powertrain_nonempty,facility_id_nonempty,retail_id_nonempty,status,issues
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1303_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1304_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1304_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1305_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1305_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1306_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1306_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1307_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1307_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1308_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1308_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1309_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1309_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1310_freeflow,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
/Users/dMac/Repos/coldchain-freight-montecarlo/outputs/run_bundle/canonical/analysis_core_refrigerated/analysis_core_refrigerated_diesel/pair_ANALYSIS_CORE_diesel_seed_1310_stochastic,2,2,2,1,TRUE,TRUE,TRUE,PASS,""
