"origin_id","dest_id","tons","ton_miles","distance_miles","commodity_group","scenario_id"
"560","560",2946.504751,538.621018,75,"food_sctg_01_08","REGIONALIZED"
"062","069",2858.733846,537.43989,75.2061604653489,"food_sctg_01_08","REGIONALIZED"
"042","061",1064.980478,537.283019,297.647184524259,"food_sctg_01_08","REGIONALIZED"
"189","179",2243.198463,536.795898,141.30791798113,"food_sctg_01_08","REGIONALIZED"
"379","459",2588.193483,529.706563,75,"food_sctg_01_08","REGIONALIZED"
"131","139",3504.213298,524.061701,75.1960350987744,"food_sctg_01_08","REGIONALIZED"
"279","460",1836.793789,521.87128,158.110692073448,"food_sctg_01_08","REGIONALIZED"
"179","131",856.807224,518.523794,375,"food_sctg_01_08","REGIONALIZED"
"209","409",1580.520604,517.140263,162.083311316326,"food_sctg_01_08","REGIONALIZED"
"519","429",1842.627436,511.304307,111.65942863992,"food_sctg_01_08","REGIONALIZED"
"364","364",12669.40914,506.828002,25,"food_sctg_01_08","REGIONALIZED"
"489","409",1715.549842,503.61784,130.914030097879,"food_sctg_01_08","REGIONALIZED"
"179","292",2565.724311,503.274253,75,"food_sctg_01_08","REGIONALIZED"
"230","341",1217.637173,499.794141,175,"food_sctg_01_08","REGIONALIZED"
"363","363",16781.736865,499.775984,25,"food_sctg_01_08","REGIONALIZED"
"484","486",1862.258306,498.049633,175,"food_sctg_01_08","REGIONALIZED"
"129","139",1546.048428,492.83419,160.705396092547,"food_sctg_01_08","REGIONALIZED"
"124","129",3407.795836,492.363758,75,"food_sctg_01_08","REGIONALIZED"
"371","379",3032.916172,491.321195,75.8787044048905,"food_sctg_01_08","REGIONALIZED"
"279","311",1429.702746,477.041817,175,"food_sctg_01_08","REGIONALIZED"
"486","486",13555.730737,475.352699,25,"food_sctg_01_08","REGIONALIZED"
"202","209",2598.51796,470.866724,75,"food_sctg_01_08","REGIONALIZED"
"189","182",4155.200506,470.578349,74.9999734068188,"food_sctg_01_08","REGIONALIZED"
"209","171",673.286158,469.19326,375,"food_sctg_01_08","REGIONALIZED"
"089","081",3283.627624,468.820828,75,"food_sctg_01_08","REGIONALIZED"
"539","411",1496.841593,463.253403,164.555373478989,"food_sctg_01_08","REGIONALIZED"
"230","363",1212.822123,460.016972,175,"food_sctg_01_08","REGIONALIZED"
"341","341",14524.63816,457.656936,25,"food_sctg_01_08","REGIONALIZED"
"049","049",2431.274868,456.986308,74.9987215966237,"food_sctg_01_08","REGIONALIZED"
"479","019",1662.021422,456.732285,150.740419006465,"food_sctg_01_08","REGIONALIZED"
"392","399",3431.070018,454.299618,75,"food_sctg_01_08","REGIONALIZED"
"399","183",3281.112107,454.117624,75,"food_sctg_01_08","REGIONALIZED"
"124","122",2000.322953,438.568463,75.2328684972101,"food_sctg_01_08","REGIONALIZED"
"171","559",2039.824159,437.13883,89.7334216860798,"food_sctg_01_08","REGIONALIZED"
"249","249",4447.243067,436.217994,58.4055441903733,"food_sctg_01_08","REGIONALIZED"
"129","123",3186.580738,435.152603,75,"food_sctg_01_08","REGIONALIZED"
"299","050",1912.814694,435.033469,88.8313349865975,"food_sctg_01_08","REGIONALIZED"
"172","172",8579.874702,430.250048,25,"food_sctg_01_08","REGIONALIZED"
"160","539",1164.917101,425.818004,147.892391164236,"food_sctg_01_08","REGIONALIZED"
"223","223",11913.742741,420.789945,25,"food_sctg_01_08","REGIONALIZED"
"488","489",1954.122251,412.2527,102.836094631318,"food_sctg_01_08","REGIONALIZED"
"531","531",11061.439711,411.264557,25,"food_sctg_01_08","REGIONALIZED"
"271","559",2031.589787,409.828588,75,"food_sctg_01_08","REGIONALIZED"
"559","171",2038.602192,405.933988,75,"food_sctg_01_08","REGIONALIZED"
"394","189",2266.816492,405.400516,75,"food_sctg_01_08","REGIONALIZED"
"061","491",588.801596,396.128436,375,"food_sctg_01_08","REGIONALIZED"
"061","062",923.679766,395.959654,175,"food_sctg_01_08","REGIONALIZED"
"559","190",1396.836368,395.184542,175,"food_sctg_01_08","REGIONALIZED"
"179","429",591.701221,391.171304,375,"food_sctg_01_08","REGIONALIZED"
"299","291",1961.068975,387.657172,75,"food_sctg_01_08","REGIONALIZED"
"209","489",766.353324,384.362149,301.558493272745,"food_sctg_01_08","REGIONALIZED"
"190","171",1367.622583,383.953481,175,"food_sctg_01_08","REGIONALIZED"
"209","201",1728.506237,381.705577,75,"food_sctg_01_08","REGIONALIZED"
"230","230",4222.064243,376.89121,28.0900989537596,"food_sctg_01_08","REGIONALIZED"
"041","061",1008.050457,371.849379,175,"food_sctg_01_08","REGIONALIZED"
"262","189",1468.937815,371.640899,125.063070232827,"food_sctg_01_08","REGIONALIZED"
"271","271",8436.740887,371.531544,25,"food_sctg_01_08","REGIONALIZED"
"559","179",1259.137915,369.830495,174.999866813637,"food_sctg_01_08","REGIONALIZED"
"394","399",2702.12307,366.846811,75,"food_sctg_01_08","REGIONALIZED"
"249","429",1774.269535,365.70896,75,"food_sctg_01_08","REGIONALIZED"
"460","279",1376.786763,364.559704,135.256977790249,"food_sctg_01_08","REGIONALIZED"
"513","519",2390.350234,363.157477,75,"food_sctg_01_08","REGIONALIZED"
"409","209",1149.952935,362.396184,158.718052252286,"food_sctg_01_08","REGIONALIZED"
"190","299",1216.244783,359.598822,175,"food_sctg_01_08","REGIONALIZED"
"131","132",1391.973995,358.882483,157.139209288892,"food_sctg_01_08","REGIONALIZED"
"399","392",2877.866007,357.163366,75,"food_sctg_01_08","REGIONALIZED"
"065","061",1449.263543,356.372544,102.810244999725,"food_sctg_01_08","REGIONALIZED"
"551","171",3131.392683,355.296022,66.7795857128532,"food_sctg_01_08","REGIONALIZED"
"183","399",2164.954558,353.126741,75,"food_sctg_01_08","REGIONALIZED"
"190","209",873.881353,352.166772,175,"food_sctg_01_08","REGIONALIZED"
"179","559",1210.648096,352.004987,158.443275741128,"food_sctg_01_08","REGIONALIZED"
"061","063",3124.381103,346.626548,75,"food_sctg_01_08","REGIONALIZED"
"123","129",2040.374863,345.656677,75,"food_sctg_01_08","REGIONALIZED"
"122","122",9099.093707,345.022947,25,"food_sctg_01_08","REGIONALIZED"
