"route_plan_id","route_id","facility_id","retail_id","waypoint_station_ids","waypoint_count","total_distance_m","total_duration_s","provider","timestamp_utc"
"7612b1079702102f060c8210fad9d627714de5314aebca086f92c4c22c3a459d","f98ecee7a9dbd7ca8de5409325669038a47fe8b7a87bd31edd53b9b077b07b54","FACILITY_DRY_TOPEKA","PETCO_DAVIS_COVELL","53c53cdca3cc92703c5320af970e8076b8235e65|61671070cfa9cb24ba566b0642c8d25a12b150bd|777650caa4e372e994d40c97695adf2d2052042e|355e245b92af6193d648c79a08ef7d539b46d197|c7a6c5aa11e1a7f861d17844721bb91eae385756",5,2755705,89105,"google_routes_cached","2026-03-14T21:59:50Z"
"4f0543a2211e8e18d6372bbf65094d7c2596ab3b6cad294d19b64599e055dd0c","b50d74f3c44d64db49e5e53c379e77e3f1ba5b2aabb30146db83a65d28b3da7a","FACILITY_DRY_TOPEKA","PETCO_DAVIS_COVELL","16ef1fc1cd71eb72ad58d975fcb54ee4bf736f1b|cd6e404a41a0c88cb1e0d0f2eb2d7b15b11c460e|51ba02583d3b813b5ad1277ab29646d319c56a28|355e245b92af6193d648c79a08ef7d539b46d197|c7a6c5aa11e1a7f861d17844721bb91eae385756",5,2752665,90088,"google_routes_cached","2026-03-14T21:59:50Z"
"8520dd20d1cfa0a8c5a6e8c4226aa54662e81778811ce37c803bc3d586db319e","a21b93908a725b7a67a21c8bac981d65cb58dca149f4f09e658fc91065aa16c8","FACILITY_DRY_TOPEKA","PETCO_DAVIS_COVELL","2986e62cf27569002601eed575f81de1117ba55e|8b2d9c040fae3ff5e38f2ec46d6561fc4e176719|33530fcdf06f54abb068508a5daaeddd27d36f76|45bc876849c00128765c1fa0e8f4c5301ff9a284|2bf182c4e3c85e7db51c0ba55b321b211879d818|0168000f24b0bec21fc50dc344870f345b6356b1|9459e45ba85239a86024366c91aa6abfe177bac2",7,2947750,99396,"google_routes_cached","2026-03-14T21:59:51Z"
"e9d58b08e53d7d7d50cc360ff645ce0c7ff80e7d98d1a382e5efb9de14a22ce0","2495783e4430a7158627cc28a0c1b35e6023ab812a45f47e2bab090dc5e935cf","FACILITY_REFRIG_ENNIS","PETCO_DAVIS_COVELL","714e6a5153cdacbcb198d13094e78e41e21df80c|10b21363544f55a8573363b8903639bf97cabc10|8e71ea85bc3ed57fdd572f65ec902028fa25d3a9|aac5f0db5eb151c03fb4d01f8bc1fd59b84cf098|633374afdfe76bcab1a6f49307f90fb466052ede|a6d31c7041d5545c6191ff690720529cd95e3b5a|a971389a325eccf51a9cc555688e88a577b0dd4c",7,2861203,94523,"google_routes_cached","2026-03-14T21:59:51Z"
"af6bfa6301f3855641d3fd977561260c7a02ea3710c6d11f882c8a9c3f309275","6012b17125f6798aebc3fa3c78039dd34aaf4b2dd4c3d357a585749ff969b30b","FACILITY_REFRIG_ENNIS","PETCO_DAVIS_COVELL","e90ebf0f03cc746744ba324bd9c1a956e52249fe|591c928eebf4eed6df23486983256bb8ed38b48a|d2442d6e6071cb6ea68084cf503fcdadd214f7d8|c047e7459992ab39c29040e041f70b298d384d70|633374afdfe76bcab1a6f49307f90fb466052ede|a92fc9bd4af5666338311b0fadba0f63c6e2493d|1b7ece00f638af11a92c54b2dd7d94939ddd1d7c",7,2876267,95604,"google_routes_cached","2026-03-14T21:59:52Z"
"82e5298193bd911700f4f406d72b4d2b5cbfbf77ad585e35e1bb2bdef1d87412","516eea556885c605e8bbfd79f7854b73e5f058fc4eff0fba65aa414c65af7343","FACILITY_REFRIG_ENNIS","PETCO_DAVIS_COVELL","e90ebf0f03cc746744ba324bd9c1a956e52249fe|a62df2ceeafc460fcae6fb5de558cd646be03aea|a870ba36393d822b2302a103dd4129dc79dc2a28|39c61360849c388c89b72b5424622b5ee85090ba|d9eec6497919f7fbbdc4c23a96a3e9c82df10fa7|709bb1c3c9a6d2af4ec2170013646047107dbe0d|8cc7ffee12e3cf3bf2c4deb78cba08e9cfda08bb",7,2990198,97449,"google_routes_cached","2026-03-14T21:59:52Z"
