origin_id,dest_id,road_distance_miles,road_duration_minutes,road_duration_minutes_static,status,error,generated_at_utc,api_provider,routing_preference
202,209,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:24Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
189,182,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:25Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
089,081,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:25Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
539,411,375.605837,424.083333,415.450000,OK,"",2026-03-15T08:28:25Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
230,363,531.153066,498.866667,519.100000,OK,"",2026-03-15T08:28:26Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
479,061,2150.631562,1877.816667,1887.200000,OK,"",2026-03-15T08:28:26Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
489,041,,,,ERROR_NO_DISTANCE,"{}",2026-03-15T08:28:27Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
479,019,251.125925,251.483333,258.050000,OK,"",2026-03-15T08:28:28Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
392,399,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:28Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
399,183,218.624483,211.350000,218.716667,OK,"",2026-03-15T08:28:28Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
124,122,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:29Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
171,559,370.142741,318.966667,319.683333,OK,"",2026-03-15T08:28:29Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
129,123,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:29Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
299,050,315.683906,322.583333,329.616667,OK,"",2026-03-15T08:28:29Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
160,539,554.982030,559.150000,560.566667,OK,"",2026-03-15T08:28:30Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
488,489,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:30Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
271,559,317.261567,306.666667,304.683333,OK,"",2026-03-15T08:28:31Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
559,171,369.858153,320.400000,321.233333,OK,"",2026-03-15T08:28:31Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
394,189,218.624483,211.366667,218.716667,OK,"",2026-03-15T08:28:31Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
061,491,754.114720,683.450000,700.450000,OK,"",2026-03-15T08:28:32Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
061,062,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:32Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
559,190,356.378127,345.183333,326.850000,OK,"",2026-03-15T08:28:33Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
179,429,716.611240,656.333333,673.433333,OK,"",2026-03-15T08:28:33Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
299,291,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:34Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
209,489,589.988219,524.600000,528.466667,OK,"",2026-03-15T08:28:34Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
190,171,314.452348,283.633333,283.650000,OK,"",2026-03-15T08:28:35Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
209,201,349.664211,333.933333,339.716667,OK,"",2026-03-15T08:28:35Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
041,061,,,,ERROR_NO_DISTANCE,"{}",2026-03-15T08:28:35Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
262,189,263.420996,252.800000,251.933333,OK,"",2026-03-15T08:28:35Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
559,179,369.858153,320.400000,321.233333,OK,"",2026-03-15T08:28:36Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
394,399,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:37Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
249,429,164.826165,172.766667,179.200000,OK,"",2026-03-15T08:28:37Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
460,279,395.789837,404.433333,407.266667,OK,"",2026-03-15T08:28:37Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
513,519,150.478704,149.316667,155.500000,OK,"",2026-03-15T08:28:38Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
409,209,260.572009,227.566667,226.500000,OK,"",2026-03-15T08:28:38Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
190,299,306.964825,301.683333,304.466667,OK,"",2026-03-15T08:28:38Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
131,132,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:39Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
399,392,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:39Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
065,061,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:40Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
551,171,369.858153,320.366667,321.233333,OK,"",2026-03-15T08:28:40Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
183,399,209.858178,214.000000,222.216667,OK,"",2026-03-15T08:28:40Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
190,209,446.960376,404.700000,408.666667,OK,"",2026-03-15T08:28:41Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
179,559,370.142741,318.983333,319.683333,OK,"",2026-03-15T08:28:41Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
061,063,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:41Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
123,129,,,,ERROR_NO_DISTANCE,"{
  ""routes"": [
    {
      ""duration"": ""0s"",
      ""staticDuration"": ""0s""
    }
  ]
}",2026-03-15T08:28:42Z,google_routes_v2_shell_traffic,TRAFFIC_AWARE_OPTIMAL
