product_type,powertrain,traffic_mode,gsi_kgco2_p05,gsi_kgco2_p50,gsi_kgco2_p95,gsi_miles_p50,gsi_minutes_p50,n_pairs
refrigerated,,freeflow,-38.1291802598631,0.582395532286036,3.22562849308596,0.356557437526043,0.836948050070049,40
refrigerated,,stochastic,-37.2436499121414,0.790072077906004,3.95814351365851,0.32233309205094,0.704894597547536,40
