replicate_id,pair_id,scenario_name,powertrain,origin_name,destination_name,reefer_on,shared_seed,traffic_state_id,departure_state_id,ambient_state_id,route_id,base_route_distance_miles,trip_distance_miles,trip_duration_hours,congestion_delay_hours,refrigeration_runtime_hours,diesel_gallons,traction_electricity_kwh,charging_events,charging_energy_kwh,charging_time_hours,total_trip_co2_kg,payload_kg_delivered,energy_density_kcal_per_kg,total_kcal_delivered,co2_per_1000kcal
1,DISTRIBUTION_DAVIS_bev_seed_4600,dry_bev,bev,Kansas Plant,"Davis, CA Petco",FALSE,4600,stochastic_tm0.9870_qd10.58,seed_4600,ambient_78.46,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,71.553080338793,0.176350756152839,0,0,4490.7726689723,18,4490.7726689723,36.8560611691215,1862.12871784866,16274.8942356,3283.76888901973,53442991.3629499,0.0348432726230143
1,DISTRIBUTION_DAVIS_diesel_seed_4600,dry_diesel,diesel,Kansas Plant,"Davis, CA Petco",FALSE,4600,stochastic_tm0.9870_qd10.58,seed_4600,ambient_78.46,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,35.7527106577164,0.574914875357216,0,230.963044352238,0,0,0,0,3733.74786370398,16274.8942356,3283.76888901973,53442991.3629499,0.0698641256502055
1,DISTRIBUTION_DAVIS_bev_seed_4600,refrigerated_bev,bev,Texas Plant,"Davis, CA Petco",TRUE,4600,stochastic_tm0.9870_qd10.58,seed_4600,ambient_78.46,77d76aed2cedb894eabb52e1f4bb2f347c5c2d411a5b10d914f2b3b710d3b42f,1787.2456106339,1787.16634525737,96.2863686476231,1.06256984945444,96.2863686476231,0,4687.32794244784,23,5208.78871692832,59.1844870253896,2159.85884166745,3502.64028114,2108.96148806457,7386933.45946792,0.292389102124527
1,DISTRIBUTION_DAVIS_diesel_seed_4600,refrigerated_diesel,diesel,Texas Plant,"Davis, CA Petco",TRUE,4600,stochastic_tm0.9870_qd10.58,seed_4600,ambient_78.46,77d76aed2cedb894eabb52e1f4bb2f347c5c2d411a5b10d914f2b3b710d3b42f,1787.2456106339,1787.16634525737,37.3516388974749,0.54666702873098,37.3516388974749,276.51031472389,0,0,0,0,4197.78962635093,3502.64028114,2108.96148806457,7386933.45946792,0.568272294502744
2,DISTRIBUTION_DAVIS_bev_seed_4601,dry_bev,bev,Kansas Plant,"Davis, CA Petco",FALSE,4601,stochastic_tm0.9420_qd25.56,seed_4601,ambient_77.33,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,83.0370214254004,0.426032651603155,0,0,3654.41973461587,15,3654.41973461587,46.6835176572635,1484.73533893147,16274.8942356,3358.45969707721,54658576.3644568,0.0271638128485351
2,DISTRIBUTION_DAVIS_diesel_seed_4601,dry_diesel,diesel,Kansas Plant,"Davis, CA Petco",FALSE,4601,stochastic_tm0.9420_qd25.56,seed_4601,ambient_77.33,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,37.2341857484228,0.426032651603155,0,241.307155499123,0,0,0,0,3838.94626906609,16274.8942356,3358.45969707721,54658576.3644568,0.0702350211880467
2,DISTRIBUTION_DAVIS_bev_seed_4601,refrigerated_bev,bev,Texas Plant,"Davis, CA Petco",TRUE,4601,stochastic_tm0.9420_qd25.56,seed_4601,ambient_77.33,77d76aed2cedb894eabb52e1f4bb2f347c5c2d411a5b10d914f2b3b710d3b42f,1787.2456106339,1787.16634525737,141.014641427298,0.426032651603155,141.014641427298,0,3814.36892894825,16,4337.07119620963,103.069992125496,1762.08627910966,3502.64028114,2035.76363782422,7130547.72072323,0.247117942144694
2,DISTRIBUTION_DAVIS_diesel_seed_4601,refrigerated_diesel,diesel,Texas Plant,"Davis, CA Petco",TRUE,4601,stochastic_tm0.9420_qd25.56,seed_4601,ambient_77.33,77d76aed2cedb894eabb52e1f4bb2f347c5c2d411a5b10d914f2b3b710d3b42f,1787.2456106339,1787.16634525737,38.9963175838792,0.426032651603155,38.9963175838792,289.096005709654,0,0,0,0,4326.20715800971,3502.64028114,2035.76363782422,7130547.72072323,0.606714564918572
3,DISTRIBUTION_DAVIS_bev_seed_4602,dry_bev,bev,Kansas Plant,"Davis, CA Petco",FALSE,4602,stochastic_tm0.9520_qd17.27,seed_4602,ambient_58.25,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,103.214477277489,0.287847278157565,0,0,4011.34648665008,15,4011.34648665008,67.2438478283105,1893.87821342989,15567.2901384,3110.850048464,48427505.2814948,0.0391074907208483
3,DISTRIBUTION_DAVIS_diesel_seed_4602,dry_diesel,diesel,Kansas Plant,"Davis, CA Petco",FALSE,4602,stochastic_tm0.9520_qd17.27,seed_4602,ambient_58.25,6b88a97d8f305b6b031d969855c6487a8bff10cadafd6ed6940f2fa0c11c1138,1712.31259444842,1712.2245075939,36.9582257760143,0.287847278157565,0,259.172153999552,0,0,0,0,4021.03104688656,15567.2901384,3110.850048464,48427505.2814948,0.0830319675464076
