system,n_runs,n_pairs_matched,mean,median,sd,p05,p25,p75,p95,min,max
dry_factory_set,20,20,0.0742900286518439,0.0736959912980346,0.00474854607801638,0.0691053981530859,0.0704752579827187,0.0765788398536669,0.0831437090103516,0.0671196830755092,0.0852667968252872
refrigerated_factory_set,20,20,0.668363672630528,0.663923168808223,0.225733802145286,0.325367663045346,0.565434962397786,0.745452816979822,1.07553160881691,0.288434305223589,1.26069020483559
