product_type,powertrain,traffic_mode,gsi_kgco2_p05,gsi_kgco2_p50,gsi_kgco2_p95,gsi_miles_p50,gsi_minutes_p50,n_pairs
dry,,freeflow,-25.6726782239201,0.874472614123498,19.2554100956722,0.920766821794992,1.09315159811651,40
dry,,stochastic,-3.95882409839982,0.351037432983006,20.6654591669896,0.335958907917998,0.287097304519989,40
